customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
7721-DRUDB,2023-12-20,Referral,2024-12-20,Standard,Annual,,,13.99,335.76,23,0,Sakshi,India,Telangana,Male,1972-12-06,,,,
2529-YNWQC,2021-05-02,Organic,2022-05-02,Premium,Annual,,,22.99,1287.44,93,0,Neha,India,West Bengal,Male,1987-08-23,2024-10-01,Y,40.0,1.0
0335-USGSQ,2021-04-24,Referral,2022-04-24,Premium,Monthly,,,22.99,1310.43,26,0,Nikhil,India,Gujarat,Male,1989-07-03,,,,
0748-RWTEW,2023-09-21,Organic,2024-09-21,Basic,Monthly,2025-07-01,Not enough content,6.99,146.79,96,1,Rahul,India,Gujarat,Female,1983-09-08,,,,
1503-TJBQZ,2019-06-13,Referral,2020-06-13,Basic,Annual,,,6.99,552.21,10,0,Pooja,India,Tamil Nadu,Male,1990-02-02,,,,
0078-NZEKH,2024-03-08,Referral,2025-03-08,Standard,Monthly,2026-08-13,Switched to competitor,13.99,405.71,74,1,Rohan,India,Madhya Pradesh,Male,1984-05-18,2024-09-29,Y,40.0,1.0
5855-DWNDN,2019-08-16,Organic,2020-08-16,Basic,Monthly,2021-12-15,Too expensive,6.99,195.72,59,1,Varun,India,Madhya Pradesh,Female,2004-08-11,2020-10-26,Y,30.0,1.0
2216-QOBII,2021-11-10,Organic,2022-11-10,Basic,Annual,,,8.99,449.5,19,0,Rahul,India,Rajasthan,Male,1976-05-22,2024-09-14,N,100.0,1.0
7865-JZUOY,2021-05-23,Organic,2022-05-23,Basic,Annual,,,6.99,391.44,1,0,Diya,India,Tamil Nadu,Female,1973-02-13,,,,
0107-PRQEQ,2022-03-15,Organic,2023-03-15,Standard,Annual,,,13.99,643.54,37,0,Aditya,India,Tamil Nadu,Male,1982-04-21,2023-10-29,N,80.0,1.0
0760-FGBJB,2024-07-10,Referral,2025-07-10,Basic,Annual,,,6.99,118.83,96,0,Rohan,India,Karnataka,Female,1964-07-29,2025-09-08,Y,30.0,2.0
1199-TTJUP,2023-02-08,Organic,2024-02-08,Standard,Monthly,,,13.99,489.65,3,0,Karan,India,West Bengal,Male,1999-04-20,,,,
7710-MULOK,2022-04-25,Referral,2023-04-25,Basic,Monthly,,,8.99,395.56,1,0,Aditya,India,West Bengal,Male,2005-04-16,,,,
6411-OWDQE,2024-03-16,Organic,2025-03-16,Basic,Monthly,,,6.99,146.79,57,0,Ishaan,India,Odisha,Female,1977-05-09,2025-02-13,Y,10.0,1.0
6819-OVGTG,2021-03-23,Organic,2022-03-23,Basic,Monthly,2022-10-18,Poor streaming quality,6.99,132.81,64,1,Shreya,India,Delhi,Female,1968-04-08,2022-03-22,N,80.0,1.0
3662-NFDBE,2022-10-02,Paid,2023-10-02,Standard,Annual,,,13.99,545.61,15,0,Nikhil,India,Telangana,Male,1990-05-05,,,,
9981-FSSJA,2022-05-11,Organic,2023-05-11,Basic,Annual,,,6.99,307.56,73,0,Neha,India,Kerala,Female,1985-02-14,,,,
2795-ZFWWQ,2020-12-06,Referral,2021-12-06,Standard,Monthly,,,15.99,975.39,87,0,Meera,India,Bihar,Female,1992-12-25,2025-02-10,Y,10.0,2.0
1782-DJNBX,2023-03-03,Organic,2024-03-03,Premium,Annual,2025-07-21,Not enough content,24.99,724.71,91,1,Varun,India,Punjab,Male,1995-08-05,,,,
4298-ZOOWJ,2021-10-03,Referral,2022-10-03,Basic,Monthly,2023-04-28,Forgot to cancel trial,6.99,132.81,76,1,Ananya,India,Rajasthan,Female,1985-02-09,,,,
5240-GBGAI,2022-01-10,Organic,2023-01-10,Premium,Monthly,2024-02-01,Poor streaming quality,23.99,599.75,92,1,Kavya,India,Madhya Pradesh,Female,1977-07-31,,,,
1682-TZWTG,2020-08-02,Referral,2021-08-02,Premium,Annual,,,22.99,1494.35,73,0,Neha,India,Bihar,Female,2004-07-16,2023-03-18,Y,30.0,1.0
5025-WCPJK,2020-03-23,Organic,2021-03-23,Premium,Monthly,,,22.99,1609.3,56,0,Varun,India,Tamil Nadu,Male,1997-12-02,2025-12-21,N,70.0,1.0
0762-ROPOR,2019-04-08,Organic,2020-04-08,Basic,Monthly,,,8.99,728.19,32,0,Diya,India,Uttar Pradesh,Male,1974-02-02,,,,
0298-JFTMI,2021-08-14,Referral,2022-08-14,Standard,Monthly,,,14.99,794.47,80,0,Mohan,India,Madhya Pradesh,Male,1969-09-24,2025-04-05,Y,60.0,2.0
1830-JCFSR,2021-06-05,Organic,2022-06-05,Basic,Monthly,,,6.99,384.45,64,0,Rahul,India,Kerala,Female,1998-09-30,2025-05-23,N,100.0,1.0
3503-IAYCE,2022-03-22,Referral,2023-03-22,Basic,Annual,,,8.99,413.54,47,0,Pooja,India,Uttar Pradesh,Male,1963-12-06,,,,
3303-FWVED,2021-08-05,Paid,2022-08-05,Premium,Annual,,,23.99,1271.47,43,0,Ishaan,India,Tamil Nadu,Male,1995-04-17,,,,
9226-ZONDX,2020-06-01,Paid,2021-06-01,Premium,Monthly,,,22.99,1540.33,1,0,Varun,India,Delhi,Female,1995-07-16,,,,
3869-EHPSJ,2022-10-09,Paid,2023-10-09,Premium,Annual,2023-01-07,Switched to competitor,22.99,68.97,72,1,Rahul,India,Tamil Nadu,Male,1994-09-28,,,,
8126-VCEYP,2020-07-14,Referral,2021-07-14,Premium,Monthly,,,22.99,1517.34,43,0,Ananya,India,Rajasthan,Male,1961-01-08,2025-05-15,N,100.0,1.0
3280-DKTNU,2023-12-24,Organic,2024-12-24,Standard,Monthly,,,13.99,335.76,62,0,Diya,India,Delhi,Female,1961-11-30,,,,
5833-RPOMJ,2021-02-05,Organic,2022-02-05,Premium,Monthly,,,24.99,1474.41,65,0,Riya,India,Madhya Pradesh,Male,1991-07-31,,,,
8781-YAAST,2020-10-24,Organic,2021-10-24,Basic,Monthly,,,7.99,503.37,37,0,Ishaan,India,Bihar,Male,1999-03-16,,,,
5604-SESRL,2020-01-09,Referral,2021-01-09,Standard,Monthly,2021-02-10,Not enough content,13.99,181.87,65,1,Karan,India,Telangana,Female,1998-06-18,,,,
7951-SSHZE,2023-01-05,Referral,2024-01-05,Basic,Monthly,,,6.99,251.64,9,0,Ishaan,India,Karnataka,Male,1977-06-06,,,,
2911-KSRPI,2021-09-01,Organic,2022-09-01,Premium,Monthly,,,23.99,1247.48,56,0,Nikhil,India,Delhi,Male,1965-10-25,,,,
7911-CCGPN,2022-10-23,Organic,2023-10-23,Standard,Annual,,,14.99,569.62,65,0,Akash,India,Maharashtra,Female,1970-10-31,,,,
0699-GFHCL,2024-11-11,Paid,2025-11-11,Premium,Annual,,,22.99,298.87,9,0,Mohan,India,Maharashtra,Female,1999-09-25,,,,
0362-DBOFW,2019-05-17,Organic,2020-05-17,Premium,Annual,,,22.99,1839.2,64,0,Aditi,India,Madhya Pradesh,Male,1984-11-21,,,,
8265-SBYGQ,2022-09-20,Organic,2023-09-20,Premium,Monthly,,,22.99,896.61,93,0,Mohan,India,Bihar,Male,1991-04-19,2024-06-09,Y,40.0,2.0
1471-OSRCH,2020-11-09,Referral,2021-11-09,Premium,Annual,,,22.99,1425.38,1,0,Sneha,India,Bihar,Male,2003-05-21,,,,
2518-LXATK,2019-05-26,Paid,2020-05-26,Premium,Monthly,,,22.99,1839.2,31,0,Varun,India,West Bengal,Female,1987-12-22,,,,
8133-TTYYC,2024-02-13,Referral,2025-02-13,Premium,Annual,2026-02-25,Not enough content,24.99,599.76,94,1,Tanvi,India,Tamil Nadu,Male,2005-03-07,,,,
1699-NDGFC,2021-11-05,Referral,2022-11-05,Standard,Monthly,2022-12-22,Forgot to cancel trial,13.99,181.87,80,1,Varun,India,Rajasthan,Male,1964-09-28,2022-09-16,Y,30.0,2.0
1029-QTUUZ,2020-03-03,Paid,2021-03-03,Standard,Annual,,,13.99,979.3,64,0,Shreya,India,Tamil Nadu,Female,1970-07-03,2023-11-19,N,90.0,2.0
1800-ODKCQ,2022-09-22,Paid,2023-09-22,Basic,Annual,2024-11-09,Switched to competitor,7.99,199.75,84,1,Aditi,India,Odisha,Male,1973-09-20,2023-12-30,N,90.0,2.0
8207-BIHCP,2022-07-10,Organic,2023-07-10,Basic,Annual,2024-08-09,Poor streaming quality,7.99,199.75,94,1,Pooja,India,Gujarat,Male,1999-05-11,,,,
9622-DZGPY,2022-10-25,Referral,2023-10-25,Basic,Monthly,,,6.99,265.62,24,0,Akash,India,Karnataka,Female,1979-02-22,,,,
1673-METFV,2020-05-28,Referral,2021-05-28,Standard,Monthly,,,15.99,1087.32,42,0,Akash,India,West Bengal,Female,1970-12-07,,,,
1219-HJCJC,2023-11-20,Organic,2024-11-20,Premium,Annual,2024-04-06,Not enough content,23.99,95.96,17,1,Karan,India,Madhya Pradesh,Female,1977-10-24,,,,
7738-SJMWT,2019-02-22,Referral,2020-02-22,Standard,Monthly,,,15.99,1327.17,9,0,Kavya,India,Haryana,Female,1974-02-04,,,,
6079-LOCOO,2021-09-04,Organic,2022-09-04,Basic,Annual,2022-12-18,Forgot to cancel trial,8.99,134.85,85,1,Ananya,India,Madhya Pradesh,Male,2002-08-27,2022-03-18,Y,40.0,3.0
7650-JYCKG,2021-08-17,Paid,2022-08-17,Premium,Monthly,2022-09-27,Forgot to cancel trial,22.99,298.87,92,1,Sneha,India,Maharashtra,Female,1975-03-25,2022-08-04,Y,20.0,2.0
8553-DAEEX,2019-03-10,Referral,2020-03-10,Standard,Monthly,,,13.99,1147.18,9,0,Neha,India,Kerala,Male,1970-08-22,,,,
5228-XBKIO,2021-09-21,Paid,2022-09-21,Premium,Monthly,,,24.99,1299.48,58,0,Vishal,India,Rajasthan,Female,1982-09-01,2021-10-14,N,60.0,1.0
4618-WPABU,2019-05-24,Referral,2020-05-24,Basic,Annual,2021-11-04,Switched to competitor,6.99,202.71,41,1,Aditi,India,Gujarat,Female,2005-09-20,,,,
7949-DHCIP,2019-01-09,Paid,2020-01-09,Standard,Monthly,2019-02-19,Poor streaming quality,13.99,13.99,61,1,Diya,India,Uttar Pradesh,Male,2005-10-01,,,,
7107-FBYRE,2020-10-14,Paid,2021-10-14,Basic,Annual,,,6.99,440.37,11,0,Tanvi,India,Gujarat,Male,1986-10-25,,,,
7550-GPXRX,2021-10-02,Referral,2022-10-02,Standard,Monthly,2021-11-15,Not enough content,13.99,13.99,72,1,Mohan,India,Tamil Nadu,Male,2005-08-12,2021-10-12,Y,40.0,1.0
0610-YYTAE,2022-09-04,Paid,2023-09-04,Basic,Annual,2023-02-18,Switched to competitor,6.99,34.95,55,1,Neha,India,Odisha,Female,1982-08-02,,,,
2104-VQMCS,2019-01-07,Referral,2020-01-07,Standard,Monthly,,,13.99,1189.15,56,0,Aditya,India,Tamil Nadu,Male,1992-04-22,,,,
9593-YAOYD,2023-05-02,Referral,2024-05-02,Standard,Annual,2025-08-29,Too expensive,14.99,419.72,87,1,Kavya,India,Maharashtra,Male,1962-08-21,,,,
8309-VMUSN,2024-01-03,Organic,2025-01-03,Premium,Annual,,,22.99,551.76,60,0,Aditi,India,Haryana,Female,1975-01-06,,,,
7228-FIIXN,2023-03-12,Paid,2024-03-12,Premium,Monthly,,,22.99,781.66,61,0,Tanvi,India,Haryana,Female,1975-10-28,,,,
0123-VNPHO,2022-12-02,Referral,2023-12-02,Premium,Monthly,,,24.99,924.63,18,0,Nikhil,India,Maharashtra,Female,1991-02-08,,,,
0357-ZQJNS,2021-04-15,Referral,2022-04-15,Premium,Annual,,,22.99,1310.43,45,0,Aarav,India,Telangana,Male,2004-05-30,,,,
8575-KSTCF,2019-02-08,Referral,2020-02-08,Premium,Monthly,,,22.99,1908.17,7,0,Nikhil,India,Madhya Pradesh,Male,1976-02-18,2022-07-22,N,80.0,1.0
7563-IEVRI,2021-07-13,Paid,2022-07-13,Basic,Annual,,,6.99,377.46,81,0,Vishal,India,Rajasthan,Male,1984-10-26,2022-04-12,Y,50.0,1.0
9786-GIHGL,2020-07-27,Referral,2021-07-27,Standard,Annual,,,13.99,923.34,14,0,Priya,India,Delhi,Male,1969-02-15,,,,
1471-PVRCR,2023-05-04,Referral,2024-05-04,Premium,Annual,,,22.99,735.68,67,0,Kavya,India,Uttar Pradesh,Female,1999-06-11,,,,
5874-UBZMU,2020-11-04,Paid,2021-11-04,Standard,Annual,,,15.99,991.38,10,0,Tanvi,India,Punjab,Female,1998-10-25,,,,
9589-BDMHG,2022-07-18,Referral,2023-07-18,Premium,Annual,,,22.99,965.58,22,0,Karan,India,Uttar Pradesh,Female,2004-11-15,,,,
5479-IUMCB,2022-03-01,Organic,2023-03-01,Premium,Annual,,,22.99,1057.54,79,0,Nikhil,India,Tamil Nadu,Female,2002-12-25,2022-11-11,N,80.0,2.0
6394-DHAIB,2024-09-09,Paid,2025-09-09,Standard,Monthly,2026-08-05,Not enough content,13.99,321.77,75,1,Aditya,India,Uttar Pradesh,Male,1992-12-22,2025-09-14,N,90.0,1.0
8067-RNIRL,2022-12-26,Referral,2023-12-26,Basic,Annual,2024-07-11,Too expensive,7.99,143.82,93,1,Sakshi,India,Gujarat,Male,2004-07-25,2023-07-21,Y,40.0,2.0
2650-HHIBK,2019-04-08,Referral,2020-04-08,Premium,Monthly,,,24.99,2024.19,15,0,Akash,India,Uttar Pradesh,Female,1986-06-28,,,,
3055-QZFCN,2022-02-21,Paid,2023-02-21,Premium,Annual,2024-02-02,Forgot to cancel trial,24.99,574.77,78,1,Ananya,India,Tamil Nadu,Female,1969-05-04,,,,
1884-PVFDO,2022-02-04,Referral,2023-02-04,Standard,Annual,2022-08-04,Too expensive,14.99,89.94,97,1,Rohan,India,Madhya Pradesh,Female,2002-10-06,2022-04-18,Y,10.0,1.0
0699-UJRPG,2019-12-23,Referral,2020-12-23,Standard,Annual,,,14.99,1094.27,97,0,Akash,India,Madhya Pradesh,Female,1975-11-28,2021-06-25,Y,60.0,2.0
4000-PCJIA,2021-02-14,Organic,2022-02-14,Premium,Monthly,,,22.99,1356.41,53,0,Riya,India,Kerala,Male,1989-08-17,2023-12-26,Y,30.0,1.0
5067-ODYIT,2023-12-01,Paid,2024-12-01,Standard,Annual,,,13.99,349.75,53,0,Meera,India,Gujarat,Male,1994-08-31,2025-04-20,N,100.0,1.0
6458-YIVZX,2021-02-16,Organic,2022-02-16,Standard,Monthly,,,14.99,884.41,29,0,Ananya,India,Madhya Pradesh,Male,1972-12-21,,,,
9556-LMNHL,2021-11-14,Organic,2022-11-14,Premium,Annual,2023-01-15,Switched to competitor,23.99,335.86,82,1,Meera,India,Gujarat,Male,1962-01-13,2022-01-14,Y,10.0,1.0
6033-SIKGL,2020-06-28,Organic,2021-06-28,Premium,Monthly,2022-10-03,Not enough content,22.99,620.73,87,1,Tanvi,India,Kerala,Female,1995-09-03,2020-10-24,Y,60.0,1.0
3822-RKVSD,2023-05-25,Referral,2024-05-25,Basic,Monthly,,,6.99,216.69,1,0,Diya,India,Rajasthan,Female,1975-02-23,,,,
7946-GZGJN,2024-02-24,Referral,2025-02-24,Standard,Annual,2025-01-29,Switched to competitor,13.99,153.89,56,1,Rahul,India,Madhya Pradesh,Male,1982-12-20,2024-03-20,N,100.0,1.0
6996-UQNIC,2020-10-12,Referral,2021-10-12,Premium,Monthly,,,22.99,1448.37,47,0,Rohan,India,Madhya Pradesh,Male,1994-11-14,,,,
2187-GVOCH,2023-02-12,Paid,2024-02-12,Premium,Annual,,,24.99,874.65,47,0,Aarav,India,Kerala,Male,1969-05-15,2023-11-13,N,100.0,1.0
3420-QOHHU,2024-12-12,Organic,2025-12-12,Premium,Annual,,,22.99,275.88,84,0,Neha,India,Punjab,Female,1976-12-14,2025-08-16,Y,10.0,1.0
0430-ZZQPU,2023-12-26,Paid,2024-12-26,Basic,Monthly,,,8.99,215.76,44,0,Aditi,India,Madhya Pradesh,Male,2005-10-03,,,,
9728-RVLQP,2022-10-16,Paid,2023-10-16,Basic,Annual,2023-04-25,Forgot to cancel trial,6.99,41.94,65,1,Tanvi,India,Maharashtra,Female,1997-07-11,,,,
1316-ISHBO,2022-11-17,Paid,2023-11-17,Basic,Monthly,2023-04-06,Forgot to cancel trial,6.99,27.96,5,1,Varun,India,Bihar,Female,1985-10-04,,,,
9369-YCSNO,2023-10-24,Paid,2024-10-24,Basic,Annual,,,6.99,181.74,15,0,Pooja,India,Rajasthan,Male,1996-02-06,,,,
2536-WBQBJ,2024-01-20,Referral,2025-01-20,Basic,Monthly,,,7.99,183.77,95,0,Ishaan,India,Maharashtra,Male,1967-07-06,2025-12-17,Y,40.0,2.0
5735-CFDKY,2024-08-25,Paid,2025-08-25,Standard,Monthly,,,13.99,223.84,8,0,Kavya,India,Telangana,Male,1966-07-06,,,,
7016-WCWOV,2019-07-11,Organic,2020-07-11,Premium,Annual,2020-05-01,Too expensive,23.99,215.91,51,1,Aditi,India,Haryana,Male,1969-08-07,,,,
0757-KJODX,2023-07-23,Referral,2024-07-23,Basic,Monthly,,,7.99,231.71,36,0,Akash,India,Punjab,Female,1999-11-08,,,,
9987-IHMMV,2024-05-28,Paid,2025-05-28,Premium,Monthly,,,22.99,436.81,31,0,Varun,India,Kerala,Male,1967-05-03,,,,
6284-PRWXQ,2019-12-18,Paid,2020-12-18,Basic,Annual,,,7.99,583.27,65,0,Diya,India,Madhya Pradesh,Female,1982-02-05,2020-01-13,Y,50.0,1.0
8232-WMIID,2020-04-11,Referral,2021-04-11,Standard,Annual,2020-12-18,Forgot to cancel trial,13.99,111.92,83,1,Kavya,India,Karnataka,Female,1998-04-26,,,,
2915-HBHNQ,2020-09-22,Paid,2021-09-22,Standard,Annual,2021-10-10,Forgot to cancel trial,13.99,167.88,61,1,Ananya,India,Maharashtra,Female,1971-01-18,2021-05-08,N,90.0,1.0
4348-OYIGO,2024-08-18,Organic,2025-08-18,Premium,Monthly,2025-09-11,Forgot to cancel trial,22.99,275.88,76,1,Rohan,India,Telangana,Male,1961-11-21,2024-10-07,Y,60.0,1.0
4099-UNBGI,2024-10-09,Paid,2025-10-09,Basic,Monthly,,,6.99,97.86,64,0,Ananya,India,Madhya Pradesh,Female,1980-08-02,,,,
5835-SXOYL,2020-03-18,Referral,2021-03-18,Basic,Annual,,,6.99,489.3,7,0,Varun,India,Odisha,Female,2000-04-29,,,,
3152-UYEEI,2020-06-05,Paid,2021-06-05,Basic,Monthly,2020-12-18,Forgot to cancel trial,6.99,41.94,63,1,Riya,India,Telangana,Male,1965-03-10,2020-11-17,N,90.0,1.0
9112-JGPYH,2023-03-27,Referral,2024-03-27,Standard,Monthly,,,14.99,494.67,53,0,Karan,India,West Bengal,Female,1969-04-07,,,,
4864-SZLSE,2021-06-01,Referral,2022-06-01,Premium,Annual,,,22.99,1264.45,11,0,Varun,India,Kerala,Female,1960-05-05,,,,
5229-PNLUL,2021-08-17,Referral,2022-08-17,Basic,Annual,2022-12-21,Forgot to cancel trial,7.99,127.84,84,1,Mohan,India,Rajasthan,Male,2003-01-20,2022-09-22,N,70.0,2.0
1781-OWVJM,2024-12-05,Referral,2025-12-05,Premium,Monthly,2027-02-10,Not enough content,23.99,623.74,85,1,Arjun,India,Delhi,Female,1997-09-26,2025-11-24,Y,20.0,2.0
1842-NXSAR,2019-02-03,Paid,2020-02-03,Premium,Annual,,,24.99,2099.16,7,0,Sneha,India,Telangana,Female,1968-03-26,,,,
1397-JXNSE,2021-02-28,Referral,2022-02-28,Standard,Annual,,,13.99,811.42,9,0,Aditi,India,Delhi,Female,1980-05-20,,,,
6592-WCLPP,2020-08-19,Referral,2021-08-19,Standard,Monthly,,,13.99,909.35,53,0,Ishaan,India,Maharashtra,Male,1960-01-16,2020-10-29,N,80.0,1.0
9256-TIZRW,2020-07-05,Paid,2021-07-05,Basic,Monthly,,,6.99,461.34,88,0,Vishal,India,Delhi,Female,1999-08-16,2022-05-09,N,80.0,1.0
4576-LPARZ,2021-02-02,Organic,2022-02-02,Standard,Annual,,,13.99,825.41,38,0,Varun,India,Rajasthan,Female,1999-08-02,,,,
6992-FUKLN,2024-08-15,Paid,2025-08-15,Basic,Monthly,,,6.99,111.84,54,0,Ananya,India,Rajasthan,Male,2002-05-31,,,,
9910-ATFUW,2020-01-17,Organic,2021-01-17,Basic,Annual,,,6.99,503.28,33,0,Aditi,India,Bihar,Female,1981-11-17,,,,
8526-EXLHX,2022-10-26,Paid,2023-10-26,Basic,Monthly,,,6.99,265.62,43,0,Karan,India,West Bengal,Female,1983-04-23,,,,
9025-FRYQA,2019-10-26,Paid,2020-10-26,Premium,Annual,,,22.99,1724.25,63,0,Tanvi,India,Bihar,Male,1980-10-19,,,,
5635-XXVJC,2020-08-07,Paid,2021-08-07,Premium,Monthly,2022-02-09,Not enough content,22.99,413.82,70,1,Ishaan,India,Uttar Pradesh,Male,1990-04-22,,,,
5438-FFFTQ,2019-12-12,Paid,2020-12-12,Premium,Annual,,,22.99,1678.27,28,0,Aditya,India,Rajasthan,Female,1962-09-30,,,,
7356-PTFNI,2022-05-22,Paid,2023-05-22,Basic,Monthly,,,8.99,386.57,44,0,Riya,India,Haryana,Male,1977-05-08,,,,
8006-DFGJP,2019-02-12,Organic,2020-02-12,Standard,Annual,,,15.99,1327.17,87,0,Aarav,India,Karnataka,Female,1997-04-08,2024-01-25,N,70.0,2.0
9427-UKMXI,2023-05-07,Referral,2024-05-07,Premium,Annual,,,24.99,799.68,69,0,Kavya,India,Tamil Nadu,Female,1975-09-03,,,,
3973-KYNOZ,2022-08-08,Referral,2023-08-08,Standard,Monthly,,,13.99,573.59,59,0,Kavya,India,Gujarat,Male,1977-02-06,2022-08-30,Y,40.0,1.0
4220-CNXDD,2022-01-21,Organic,2023-01-21,Standard,Monthly,2024-05-02,Switched to competitor,14.99,404.73,22,1,Mohan,India,Kerala,Male,2002-11-13,,,,
8428-PDDJS,2019-04-24,Referral,2020-04-24,Premium,Annual,,,23.99,1943.19,56,0,Aditi,India,Madhya Pradesh,Female,1987-01-05,,,,
8142-VPOTK,2020-10-18,Referral,2021-10-18,Standard,Monthly,2021-08-05,Switched to competitor,13.99,125.91,88,1,Nikhil,India,West Bengal,Male,1963-05-09,2021-03-24,Y,20.0,1.0
1946-QHVGP,2022-10-11,Referral,2023-10-11,Standard,Monthly,,,13.99,545.61,14,0,Pooja,India,Delhi,Female,1968-02-19,,,,
6470-DKOGR,2023-03-18,Paid,2024-03-18,Standard,Monthly,,,13.99,461.67,43,0,Akash,India,Gujarat,Female,1982-02-26,,,,
2935-PYGOM,2019-03-01,Organic,2020-03-01,Basic,Annual,,,6.99,580.17,72,0,Akash,India,Kerala,Female,1961-02-17,2023-05-03,Y,30.0,1.0
2551-BOHUK,2024-08-02,Paid,2025-08-02,Basic,Annual,,,7.99,135.83,29,0,Varun,India,Kerala,Male,1969-04-04,,,,
8172-HJKDQ,2020-10-02,Organic,2021-10-02,Premium,Annual,,,23.99,1511.37,36,0,Neha,India,Bihar,Male,1977-04-04,,,,
9349-MYUNM,2023-01-28,Organic,2024-01-28,Premium,Monthly,,,22.99,804.65,57,0,Shreya,India,Rajasthan,Male,1982-01-26,,,,
9644-DREIA,2022-09-20,Paid,2023-09-20,Basic,Annual,,,6.99,272.61,33,0,Meera,India,Bihar,Female,1967-10-07,2025-03-23,N,90.0,1.0
9882-IZHNP,2021-05-23,Referral,2022-05-23,Standard,Monthly,,,13.99,783.44,11,0,Shreya,India,Maharashtra,Male,1983-10-03,,,,
8937-UTDIT,2022-02-13,Referral,2023-02-13,Standard,Monthly,2023-10-20,Too expensive,13.99,279.8,86,1,Meera,India,Bihar,Female,1975-10-28,2023-04-11,N,80.0,1.0
6127-IQSKG,2022-03-11,Referral,2023-03-11,Basic,Annual,,,6.99,321.54,3,0,Sakshi,India,Delhi,Male,2005-05-14,,,,
3193-HRJFN,2019-09-12,Paid,2020-09-12,Premium,Monthly,2021-12-08,Too expensive,22.99,620.73,87,1,Rahul,India,West Bengal,Female,1968-12-15,2021-12-04,N,90.0,1.0
9520-NVPMF,2021-04-27,Organic,2022-04-27,Premium,Monthly,,,23.99,1343.44,4,0,Aditya,India,Kerala,Female,1978-05-03,,,,
6897-XMBQC,2020-05-07,Paid,2021-05-07,Basic,Annual,,,7.99,543.32,48,0,Karan,India,Telangana,Female,1986-07-10,,,,
2248-WYJBG,2024-03-09,Paid,2025-03-09,Premium,Annual,,,23.99,527.78,51,0,Riya,India,Tamil Nadu,Male,1992-01-05,2025-12-18,N,60.0,2.0
2748-MKQPS,2023-04-02,Referral,2024-04-02,Basic,Annual,,,6.99,230.67,25,0,Aditya,India,Karnataka,Female,2000-06-10,,,,
8683-PCXNM,2022-12-06,Organic,2023-12-06,Standard,Monthly,,,13.99,517.63,71,0,Sakshi,India,Odisha,Male,1978-06-10,,,,
0358-SOLGC,2023-07-22,Paid,2024-07-22,Standard,Monthly,,,13.99,405.71,66,0,Tanvi,India,Rajasthan,Female,1979-03-21,,,,
0948-RYKCL,2021-12-05,Organic,2022-12-05,Standard,Monthly,2023-07-16,Poor streaming quality,13.99,265.81,83,1,Aditya,India,Odisha,Male,1969-03-21,,,,
9349-NXASL,2023-08-21,Organic,2024-08-21,Standard,Monthly,,,13.99,391.72,46,0,Riya,India,Rajasthan,Male,2002-09-30,,,,
3118-JOJCZ,2022-07-21,Organic,2023-07-21,Standard,Monthly,,,13.99,573.59,49,0,Aditya,India,Tamil Nadu,Male,1970-06-11,,,,
5909-RRMGP,2022-10-14,Referral,2023-10-14,Premium,Monthly,,,22.99,896.61,33,0,Aditi,India,Odisha,Male,1987-10-14,,,,
2189-IROLY,2024-10-14,Paid,2025-10-14,Premium,Monthly,2026-05-14,Poor streaming quality,23.99,455.81,80,1,Sneha,India,Delhi,Female,1989-05-03,2026-03-12,N,90.0,1.0
1623-WXAAL,2020-10-28,Organic,2021-10-28,Basic,Monthly,2022-03-19,Not enough content,6.99,111.84,98,1,Aditi,India,Bihar,Male,2004-07-22,2022-02-05,Y,20.0,3.0
7357-PTJFM,2023-01-02,Referral,2024-01-02,Standard,Monthly,2023-08-30,Too expensive,15.99,127.92,76,1,Shreya,India,Odisha,Male,1968-10-22,,,,
1742-EBCIV,2021-09-23,Organic,2022-09-23,Premium,Annual,,,22.99,1195.48,29,0,Karan,India,Kerala,Male,1985-06-02,,,,
5171-LMMAN,2020-06-22,Referral,2021-06-22,Standard,Monthly,2022-05-23,Too expensive,13.99,321.77,68,1,Akash,India,Madhya Pradesh,Male,1975-07-30,,,,
0094-XUNSB,2022-01-21,Organic,2023-01-21,Premium,Monthly,,,22.99,1103.52,17,0,Nikhil,India,Rajasthan,Female,1987-08-14,,,,
6485-EGDTX,2019-06-25,Referral,2020-06-25,Premium,Monthly,,,22.99,1816.21,41,0,Aarav,India,Odisha,Female,1962-04-13,,,,
7849-CBKYX,2021-08-25,Paid,2022-08-25,Premium,Annual,,,22.99,1195.48,26,0,Arjun,India,Gujarat,Male,1994-05-11,2025-08-09,N,80.0,1.0
5940-SVHQY,2024-04-03,Referral,2025-04-03,Standard,Annual,2026-09-13,Switched to competitor,15.99,463.71,97,1,Mohan,India,Punjab,Male,1978-07-30,,,,
8934-FICSI,2020-11-10,Paid,2021-11-10,Premium,Annual,,,22.99,1425.38,34,0,Meera,India,West Bengal,Female,1986-12-23,,,,
4254-OGBYD,2020-11-05,Organic,2021-11-05,Standard,Monthly,,,13.99,867.38,26,0,Neha,India,Gujarat,Female,1967-03-05,2022-05-15,N,90.0,1.0
3874-YXSWZ,2019-09-03,Organic,2020-09-03,Standard,Annual,,,13.99,1077.23,10,0,Rohan,India,Madhya Pradesh,Male,1998-05-25,2020-09-07,N,100.0,1.0
